QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,STIPEND YEAR 1,BOND YEARS,BOND PENALTY,BEDS,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
DNB Post MBBS,GEN,Karnataka,"NarayanaHrudyalaya,Bommasandra",DNBGENERAL SURGERY,"₹1,25,000","₹ 56,250",0,₹0,2000,-,15046,15348,-,-,12300,12199,15261,-,-
AIQ,GEN,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,"₹ 25,000","₹58,289",1,"₹20,00,000",1150,8033,10680,10680,-,-,10589,11974,15263,17029,-
DNB Post MBBS,GEN,Maharashtra,"Deenanath Mangeshkar, Pune",DNBEMERGENCY MEDICINE,"₹1,25,000","₹89,698",0,₹0,876,15271,15271,15691,-,-,14438,14438,15277,-,-
AIQ,SC,Tamil Nadu,"Mohan Kumaramangalam, Salem",GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1642,10867,12350,12350,-,-,11938,15278,15278,-,-
AIQ,OBC,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL SURGERY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1400,9206,11478,13562,-,-,10217,12001,15280,-,-
AIQ,GEN,Andhra Pradesh,"SVIMS, Tirupati",RADIATION ONCOLOGY,"₹ 2,11,600","₹ 80,904",1,"₹ 40,00,000",1257,14236,15621,19083,-,-,13356,15287,15287,-,-
DNB Post MBBS,GEN,Kerala,"Malabar IMS, Kozhikode",DNBPLASTIC SURGERY 6 YRS,"₹1,25,000","₹57,876",0,₹0,573,17243,16572,19181,-,-,16144,17076,15288,-,-
AIQ,EWS,Uttar Pradesh,"MLB Med Coll, Jhansi",GENERAL SURGERY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",700,9379,10860,10860,-,-,9405,10987,15305,-,-
DNB Post MBBS,GEN,Delhi,"Max SS Hosp, Patparganj,Delhi",DNBGENERAL SURGERY,"₹1,25,000","₹60,000",0,₹0,402,17062,18974,18974,-,-,14879,15091,15306,-,-
AIQ,OBC,West Bengal,"NBMC, Darjeeling",OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",843,10723,11599,15879,-,-,12759,13103,15308,-,-
DNB Post MBBS,GEN,Kerala,"Malabar IMS, Kozhikode",DNBOBG,"₹1,25,000","₹57,876",0,₹0,573,10339,12048,14145,-,-,13001,14764,15311,-,-
DNB Post MBBS,GEN,Karnataka,"Dr BidarisAshwiniHosp, Bijapur",DNBPAEDIATRICS,"₹1,25,000","₹ 45,000",0,₹0,200,12837,12780,14076,-,-,12567,13527,15316,-,-
AIQ,OBC,Pondicherry,"IGMC & RI, Pondicherry",OPHTHALMOLOGY,"₹ 1,10,000","₹43,000",0,₹0,750,-,-,-,-,-,13712,15318,15318,-,-
NBE Diploma,EWS,Karnataka,"District Hosp, Chikkaballapur",DMRD,"₹1,25,000","₹ 45,000",1,"₹20,00,000",300,-,-,-,-,-,-,15321,15321,-,-
AIQ,OBC,Uttar Pradesh,"MLN Med Coll, Allahabad",OPHTHALMOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",Info Not Available,12609,12609,17727,-,-,13850,14665,15322,-,-
DNB Post MBBS,GEN,Andhra Pradesh,"Sankara Eye Hosp, Guntur",DNBOPHTHALMOLOGY,"₹1,25,000","₹60,823",0,₹0,100,15895,17397,17397,-,-,13729,14157,15323,-,-
AIQ,GEN,Maharashtra,"VMMC, Solapur",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",763,-,-,-,-,-,10493,11943,15327,-,-
DNB Post MBBS,GEN,Kerala,"Little Flower Hosp, Angamaly",DNBOBG,"₹1,25,000","₹57,876",0,₹0,690,13468,13820,13820,-,-,13549,14797,15330,-,-
AIQ,EWS,Gujarat,"BJMC, Ahmedabad",RADIATION ONCOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1557,13793,13793,13793,-,-,10461,15333,15333,-,-
MNG,GEN,Delhi,"Hamdard Institute, Delhi",PAEDIATRICS,"₹ 27,00,000","₹80,000",0,₹0,710,17482,18897,18897,-,-,15334,15334,15334,-,-
AIQ,ST,Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,"₹ 54,700","₹1,09,955",2,"₹ 40,00,000",4500,24649,25163,27091,-,-,15340,15340,15340,-,-
DNB Post MBBS,OBC,Delhi,"Swami Dayanand Hospital, Delhi",DNBGENERAL SURGERY,"₹1,25,000","₹1,35,264",0,₹ 0,370,12731,12731,14097,-,-,11834,12999,15344,-,-
AIQ,GEN,Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIATION ONCOLOGY,"₹ 20,000","₹67,500",2,"₹ 50,00,000",1246,16032,21566,22160,-,-,15346,15346,15346,-,-
DNB Post MBBS,GEN,West Bengal,"District Hospital, Howrah",DNBGENERAL SURGERY,"₹1,25,000","₹49,884",0,₹0,642,-,-,-,-,-,14909,15350,15350,-,-
DNB Post MBBS,GEN,Maharashtra,"BARC Hosp, Mumbai",DNBPSYCHIATRY,"₹1,25,000","₹96,000",0,₹0,390,-,-,-,-,-,-,-,15351,-,-
DNB Post MBBS,OBC,Andhra Pradesh,"Govt Dist Hosp,Eluru",DNBOBG,"₹1,25,000","₹60,823",0,₹0,450,14026,12796,12796,-,-,14096,15414,15357,-,-
AIQ,OBC,Rajasthan,"SMS, Jaipur",PSYCHIATRY,"₹ 11,647","₹ 82,800",2,"₹ 25,00,000",5702,15156,16587,16587,-,-,12325,9736,15358,-,-
AIQ,GEN,Karnataka,Kodagu Inst of Med Sciences,ORTHOPAEDICS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",600,-,-,-,-,-,11864,12785,15359,-,-
AIQ,EWS,Maharashtra,"Pimpri Chinchwad, Pimpri",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",750,12503,16411,18178,-,-,12872,15360,15360,-,-
AMU,GEN,Uttar Pradesh,"JNMC , Aligarh",ORTHOPAEDICS,"₹38,000","₹ 1,08,000",0,₹0,1269,11407,11567,13390,18207,-,11684,11919,15364,-,-
DNB Post MBBS,GEN,Karnataka,"Apollo BGS Hospital, Mysore",DNBOBG,"₹1,25,000","₹ 45,000",0,₹0,215,14179,14214,15225,-,-,13341,14334,15365,-,-
AIQ,OBC,Gujarat,"PDU Med Coll, Rajkot",OPHTHALMOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",750,-,-,-,-,-,12951,15366,15366,-,-
DNB Post MBBS,GEN,Telangana,"Prashanthi Hosp, Hanamkonda",DNBPAEDIATRICS,"₹1,25,000","₹ 50,000",0,₹0,250,12418,13749,15339,-,-,13942,14201,15367,-,-
DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBNEUROSURGERY 6 YRS,"₹1,25,000","₹57,876",0,₹0,500,9614,17784,21170,-,-,15374,15374,15374,-,-
DNB Post MBBS,GEN,Telangana,"Rainbow Child,BanjaraHills,BLR",DNBOBG,"₹1,25,000","₹ 58,289",0,₹0,250,11549,13171,14787,-,-,12856,13805,15377,-,-
AIQ,GEN,West Bengal,"Medical College, Kolkata",ANAESTHESIOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2668,14188,20026,20026,-,-,11476,13096,15378,-,-
AIQ,OBC,Kerala,"TD Med Coll, Allepey",ANAESTHESIOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1050,11820,13623,13623,-,-,11459,14366,15380,-,-
AIQ,GEN,Manipur,"RIMS, Imphal",PSYCHIATRY,"₹ 5,000","₹1,06,380",1,"₹ 20,00,000",1074,-,-,-,-,-,9453,13448,15388,-,-
DNB Post MBBS,GEN,Maharashtra,"Jaslok Hospital, Mumbai",DNBGENERAL SURGERY,"₹1,25,000","₹ 76,000",0,₹0,361,12443,14936,17783,-,-,13551,14130,15393,19342,-
AIQ,GEN,Assam,"Gauhati Med Coll, Guwahati",OPHTHALMOLOGY,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",2185,15630,16920,17175,-,-,11999,14482,15395,-,-
AIQ,OBC,Punjab,"Govt Med Coll, Patiala",GENERAL SURGERY,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",1130,11894,12537,12537,-,-,12304,13075,15400,18624,-
DNB Post MBBS,GEN,Karnataka,"Shanti Hospital, Baglkot",DNBPAEDIATRICS,"₹1,25,000","₹ 45,000",0,₹0,100,13365,13850,15429,-,-,13294,14393,15405,-,-
AIQ,ST,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PAEDIATRICS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1462,-,-,-,-,-,15406,15406,15406,-,-
AIQ,EWS,Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,-,-,-,-,-,15407,15407,15407,-,-
AIQ,GEN,Karnataka,"VIMS, Bellary",OPHTHALMOLOGY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1295,-,-,-,-,-,9864,10739,15409,-,-
DNB Post MBBS,GEN,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBENT,"₹1,25,000","₹52,451",0,₹0,950,16626,17717,22021,-,-,15410,15410,15410,-,-
DNB Post MBBS,OBC,Telangana,"District HQ Hosp, Sangareddy",DNBPAEDIATRICS,"₹1,25,000","₹58,289",0,₹ 0,400,12006,13142,14640,-,-,12973,13279,15414,-,-
DU,SC,Delhi,"UCMS, Delhi",OBG,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,12918,12918,12918,-,-,12004,15417,15417,-,-
AIQ,OBC,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ORTHOPAEDICS,"₹ 48,600","₹60,823",0,₹ 0,707,10301,12136,13773,16252,-,12059,14214,15425,-,-
DNB Post MBBS,GEN,Delhi,"St Stephen's Hospital, Delhi",DNBENT,"₹1,25,000","₹63,000",0,₹0,595,16471,16860,21600,26956,-,13037,14681,15428,-,-
AIQ,EWS,Uttar Pradesh,"S N Med Coll, Agra",ENT,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",976,-,-,-,-,-,15433,15433,15433,-,-
AIQ,OBC,Delhi,"Kasturba Hospital, Delhi",DGO,"₹ 57,600","₹ 1,26,927",0,₹ 0,450,14167,16132,18094,-,-,16456,17323,15436,-,-
DNB Post MBBS,EWS,Delhi,"Hindu Rao Hospital, Delhi",DNBORTHOPAEDICS,"₹1,25,000","₹1,26,927",0,₹ 0,980,-,-,-,-,-,12234,13507,15437,-,-
AIQ,OBC,Kerala,"TD Med Coll, Allepey",ENT,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1050,12261,13104,12839,-,-,8493,14108,15443,-,-
AIQ,OBC,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",GENERAL SURGERY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",430,-,-,-,-,-,12645,13750,15447,-,-
AIQ,EWS,Andhra Pradesh,"Govt Siddhartha, Vijaywada",TBRD,"₹ 48,600","₹60,823",0,₹ 0,707,-,-,-,-,-,13934,11934,15448,-,-
AIQ,EWS,Maharashtra,"Grant Med Coll, Mumbai",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2844,15896,17304,17304,28050,-,14629,15449,15449,-,-
AIQ,SC,Delhi,"VMMC, Delhi",ORTHOPAEDICS,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,1857,1857,1857,-,-,7220,7220,15454,-,-
DNB Post MBBS,GEN,Maharashtra,"Deenanath Mangeshkar, Pune",DNBOPHTHALMOLOGY,"₹1,25,000","₹89,698",0,₹0,876,14883,17788,17788,-,-,13102,13241,15455,-,-
AIQ,OBC,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL SURGERY,"₹ 60,000","₹ 71,257",2,"₹ 2,50,00,000",600,-,13964,15853,-,-,13193,14236,15464,-,-
AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",OPHTHALMOLOGY,"₹ 25,000","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,12306,15470,15470,-,-
DNB Post MBBS,GEN,Andhra Pradesh,"Rich Hospital, Nellore",DNBPAEDIATRICS,"₹1,25,000","₹ 50,686",0,₹0,100,12990,13855,14148,-,-,13527,14724,15472,-,-
AIQ,EWS,Uttar Pradesh,"BRD Med Coll, Gorakhpur",DCH,"₹40,000","₹ 1,00,980",2,"₹ 20,00,000",1050,16759,17466,19406,-,-,14912,15477,15477,-,-
AIQ,EWS,Punjab,"Govt Med Coll, Amritsar",GENERAL SURGERY,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",951,-,-,-,-,-,11465,11465,15478,-,-
AIQ,OBC,Gujarat,"Medical College, Baroda",OPHTHALMOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1250,14458,15971,17272,-,-,11746,12672,15479,-,-
AIQ,OBC,West Bengal,"RG Kar Med Coll, Kolkata",OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1663,6326,10155,10155,-,-,12789,12789,15482,14874,-
DNB Post MBBS,GEN,West Bengal,"Apollo Gleneagles, Kolkata",DNBGENERAL SURGERY,"₹1,25,000","₹47,000",0,₹0,750,14097,17789,20736,-,-,16196,16997,15483,-,-
AIQ,GEN,Tamil Nadu,"Kilpauk Med Coll, Chennai",PSYCHIATRY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1700,6032,6032,6032,-,-,9525,13131,15484,-,-
AIQ,OBC,Karnataka,"KIMS, Hubli",OPHTHALMOLOGY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1200,12874,16729,18472,-,-,14786,14786,15486,-,-
AIQ,OBC,Tamil Nadu,"Madurai Med Coll, Madurai",ENT,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",3518,10370,10370,10370,-,-,10784,14355,15488,-,-
AIQ,GEN,Rajasthan,"SMS, Jaipur",ANAESTHESIOLOGY,"₹ 11,647","₹ 82,800",2,"₹ 25,00,000",5702,13876,15870,17709,21894,-,12230,14447,15491,-,-
AIQ,ST,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2300,-,-,-,-,-,15494,15494,15494,-,-
AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",DCH,"₹40,000","₹ 1,00,980",2,"₹ 20,00,000",1090,-,-,-,-,-,15495,15495,15495,-,-
DNB Post MBBS,GEN,West Bengal,"Healthworld Hospital, Durgapur",DNBOBG,"₹1,25,000","₹49,884",0,₹0,269,15894,16232,16816,-,-,13998,14804,15498,20840,-
AIQ,OBC,Himachal Pradesh,"IGMC, Shimla",GENERAL SURGERY,"₹ 39,000","₹ 40,000",3,"₹ 40,00,000",1031,12069,13331,16286,-,-,12949,15103,15501,-,-
DNB Post MBBS,OBC,West Bengal,"SouthEastRailwayHosp,Kolkata",DNBOBG,"₹1,25,000","₹ 1,04,857",0,₹0,303,-,-,-,-,-,15436,15502,15502,-,-
AIQ,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",TBRD,"₹ 48,600","₹60,823",0,₹ 0,715,-,-,-,-,-,14285,14941,15505,-,-
AIQ,OBC,Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,8575,9422,11499,-,-,11137,13359,15507,-,-
DNB Post MBBS,GEN,Maharashtra,"Holy Spirit Hospital, Mumbai",DNBFAMILY MEDICINE,"₹1,25,000","₹ 86,630",0,₹0,300,20394,20394,20394,-,-,24121,14125,15508,-,-
AIQ,EWS,Maharashtra,"Seth GS, Mumbai",ENT,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2250,9461,9461,9461,-,-,5317,15438,15513,-,-
AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",ENT,"₹ 25,000","₹58,289",1,"₹20,00,000",1200,10895,13646,14719,-,-,10067,13915,15515,-,-
AIQ,OBC,Rajasthan,"SMS, Jaipur",RADIATION ONCOLOGY,"₹ 11,647","₹ 82,800",2,"₹ 25,00,000",5702,21937,21937,21937,-,-,13454,15516,15516,-,-
AIQ,GEN,Maharashtra,"Govt Med Coll, Miraj",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",725,7663,13958,15901,-,-,9112,12107,15517,-,-
DNB Post MBBS,GEN,Karnataka,"MM Joshi Eye Hospital, Hubli",DNBOPHTHALMOLOGY,"₹1,25,000","₹ 45,000",0,₹0,40,15593,17536,19209,-,-,15518,15518,15518,-,-
DNB Post MBBS,GEN,Telangana,"Star Wom&ChildHosp, Karimnagar",DNBPAEDIATRICS,"₹1,25,000","₹ 50,686",0,₹0,100,-,-,-,-,-,13552,13742,15526,-,-
AIQ,GEN,Tamil Nadu,"KAPV Med Coll, Trichy",EMERGENCY MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",2500,-,-,-,-,-,9412,12790,15530,23588,-
DNB Post MBBS,GEN,Telangana,"Renova Neelima, Sanathnagar,Hyd",DNBOBG,"₹1,25,000","₹58,289",0,₹0,-,14850,15010,15470,-,-,-,-,15531,-,-
AIQ,GEN,Jharkhand,"Rajendra IMS, Ranchi",OPHTHALMOLOGY,"₹1,500","₹ 1,00,770",3,"₹ 30,00,000",1754,9893,14296,14296,-,-,12412,12739,15534,21494,-
AIQ,OBC,Odisha,"VIMSAR, Burla",GENERAL SURGERY,"₹ 38,500","₹70,686",2,"₹ 53,30,000",1071,13248,13640,12165,-,-,9703,9703,15543,-,-
DNB Post MBBS,GEN,Telangana,"Care Hospital, Banjara Hills",DNBOBG,"₹1,25,000","₹58,289",0,₹0,444,13015,13641,15010,13572,-,12741,14029,15551,-,-
AIQ,OBC,West Bengal,Murshidabad Med Coll,ORTHOPAEDICS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1208,-,-,-,-,-,9141,13285,15552,19228,-
MNG,GEN,Odisha,"IMS & SUM, Bhubaneswar",RADIO DIAGNOSIS,"₹ 30,00,000","₹ 60,000",0,₹ 0,1410,15916,15151,15151,-,-,15557,15557,15557,-,-
DNB Post MBBS,GEN,Tamil Nadu,"Aravind Eye Hospital, Theni",DNBOPHTHALMOLOGY,"₹1,25,000","₹52,451",0,₹0,163,10515,11877,11877,27608,-,3082,10498,15558,-,-
DNB Post MBBS,GEN,Telangana,"PrincessDurruShehvar,Hyderabad",DNBOBG,"₹1,25,000","₹ 50,686",0,₹0,197,12955,13633,13633,-,-,13710,14117,15559,-,-
MNG,GEN,Kerala,"Amrita School of Med, Kochi",RADIO DIAGNOSIS,"₹ 40,00,000","₹43,000",0,₹0,1110,10059,10059,10059,-,-,15561,15561,15561,-,-
AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",SPORTS MEDICINE,"₹ 1,25,000","₹ 1,00,980",0,₹ 0,2080,-,-,-,-,-,7913,11721,15565,21175,25173
DNB Post MBBS,GEN,Kerala,"Malabar IMS, Kozhikode",DNBGENERAL SURGERY,"₹1,25,000","₹57,876",0,₹0,573,13829,15406,16356,-,-,13605,13605,15574,-,-
DNB Post MBBS,GEN,West Bengal,"Apollo Gleneagles, Kolkata",DNBENT,"₹1,25,000","₹47,000",0,₹0,750,21211,22946,28502,-,-,19491,15575,15575,-,-
AIQ,GEN,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",ANAESTHESIOLOGY,"₹ 1,05,500","₹1,00,800",1,"₹ 25,00,000",180,16623,20148,21806,-,-,14889,14683,15577,25204,-
DNB Post MBBS,GEN,Kerala,"Giridhar Eye Institute, Kochi",DNBOPHTHALMOLOGY,"₹1,25,000","₹57,876",0,₹0,30,15975,18119,18119,-,-,14642,15579,15579,-,-
AIQ,EWS,Kerala,"Medical College, Trivandrum",EMERGENCY MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,-,-,-,-,-,15581,15581,15581,-,-
AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,"₹ 48,600","₹60,823",0,₹ 0,1030,11677,13429,13429,-,-,12253,14275,15583,-,-
AIQ,EWS,Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1466,11215,15064,16365,18622,-,16241,14403,15584,-,-
DNB Post MBBS,GEN,Karnataka,"Santosh Hospital, Bangalore",DNBOBG,"₹1,25,000","₹ 40,000",0,₹0,200,14948,15242,16212,-,-,14446,14429,15592,-,-
DNB Post MBBS,GEN,Uttar Pradesh,"Vivekananda Polyclinic,Lucknow",DNBGENERAL SURGERY,"₹1,25,000","₹61,100",0,₹0,350,15297,15297,15297,-,-,15147,15147,15600,-,-
DNB Post MBBS,GEN,Kerala,"Medical Trust Hospital, Kochi",DNBEMERGENCY MEDICINE,"₹1,25,000","₹57,876",0,₹0,500,12672,12836,12836,-,-,12448,14905,15602,-,-
DNB Post MBBS,OBC,Karnataka,"Sub Division Hosp, Gangavathi",DNBOBG,"₹1,25,000","₹ 45,000",1,"₹20,00,000",130,15506,16577,16969,-,-,15608,15608,15608,-,-
AIQ,EWS,Maharashtra,"Govt Med Coll, Miraj",EMERGENCY MEDICINE,"₹ 1,43,300","₹92,522",1,"₹50,00,000",725,-,-,-,-,-,10382,15609,15609,-,-
AIQ,OBC,Karnataka,Karwar Inst of Med Sciences,GENERAL SURGERY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",650,-,-,-,-,-,9702,12766,15610,22825,-
DNB Post MBBS,GEN,Telangana,"Fehmicare Hospital, Hyderabad",DNBOBG,"₹1,25,000","₹ 49,000",0,₹0,105,13585,14490,14993,-,-,13814,14203,15611,-,-
AIQ,OBC,Maharashtra,"Govt Med Coll, Latur",OPHTHALMOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,11318,14421,15614,-,-
AIQ,OBC,Manipur,"RIMS, Imphal",GENERAL SURGERY,"₹ 5,000","₹1,06,380",1,"₹ 20,00,000",1074,12229,14014,15829,15845,-,11693,13122,15616,-,-
AIQ,GEN,Rajasthan,"Jhalawar Med Coll, Jhalawar",ENT,"₹ 88,265","₹ 82,800",2,"₹ 25,00,000",Info Not Available,-,-,-,-,-,10363,10363,15617,-,-
DNB Post MBBS,OBC,Jharkhand,"Bokaro General Hosp, Bokaro",DNBOBG,"₹1,25,000","₹ 60,588",0,₹0,910,13466,15243,15388,-,-,12331,12794,15618,-,-
AIQ,ST,Delhi,"VMMC, Delhi",GENERAL SURGERY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,6635,6635,6635,-,-,15624,15624,15624,-,-
NBE Diploma,GEN,Andhra Pradesh,"Andhra Hospital, Vijayawada",DCH,"₹1,25,000","₹60,823",0,₹0,155,19665,26071,23231,-,-,22304,23187,15632,-,-
AIQ,EWS,Kerala,"Medical College, Trivandrum",TBRD,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,-,-,-,-,-,7062,7062,15634,-,-
AIQ,OBC,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",GENERAL SURGERY,"₹ 11,000","₹82,000",0,₹ 0,Info Not Available,11690,12853,15467,-,-,12671,15015,15638,15822,-
AIQ,OBC,Manipur,"RIMS, Imphal",PSYCHIATRY,"₹ 5,000","₹1,06,380",1,"₹ 20,00,000",1074,-,-,-,-,-,-,-,15639,-,-
AIQ,GEN,Maharashtra,"Govt Med Coll, Latur",ENT,"₹ 1,43,300","₹92,522",1,"₹50,00,000",750,10735,15950,17049,22799,-,9376,13100,15642,-,-
DNB Post MBBS,GEN,Telangana,"Laxmi Narasimha Hosp, Warangal",DNBOBG,"₹1,25,000","₹ 35,000",0,₹0,Info Not Available,15487,16083,15894,-,-,15644,15644,15644,-,-
NBE Diploma,GEN,Tamil Nadu,"Masonic Med Centre, Coimbatore",DCH,"₹1,25,000","₹52,451",0,₹0,130,13055,13055,13055,-,-,10256,14601,15646,-,-
DNB Post MBBS,GEN,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBGENERAL SURGERY,"₹1,25,000","₹60,000",0,₹0,465,14734,16220,16328,-,-,13667,13775,15647,-,-
AIQ,OBC,Rajasthan,"SP Med Coll, Bikaner",PSYCHIATRY,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",Info Not Available,-,-,-,-,-,12722,10949,15649,-,-
DNB Post MBBS,GEN,Nagaland,"Christian IHSR, Dimapur",DNBPAEDIATRICS,"₹1,25,000","₹ 35,000",0,₹0,200,14198,16832,16832,-,-,14631,15061,15652,-,-
DNB Post MBBS,OBC,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBTBRD,"₹1,25,000","₹49,884",0,₹0,550,-,-,-,-,-,13188,14307,15656,-,-
DU,SC,Delhi,"MAMC, Delhi",GENERAL SURGERY,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,8388,8388,29032,-,-,-,-,15659,-,-
AIQ,GEN,Uttarakhand,"Govt Med Coll, Haldwani",ENT,"₹ 60,000","₹ 71,257",2,"₹ 2,50,00,000",600,-,-,-,-,-,10673,12403,15663,-,-
AIQ,GEN,Gujarat,"BJMC, Ahmedabad",ANAESTHESIOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1557,12009,15863,17400,-,-,13275,14820,15665,-,-
AIQ,OBC,Punjab,"Guru Govind Singh, Faridkot",GENERAL SURGERY,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",1000,-,12705,13689,-,-,12191,12191,15672,-,-
AIQ,EWS,Goa,"Goa Med Coll, Panaji",ORTHOPAEDICS,"₹ 1,22,522","₹60,000",1,"₹ 50,00,000",1160,9713,10098,11149,-,-,9252,10602,15673,-,-
AIQ,EWS,Rajasthan,"Govt Med Coll, Pali",GENERAL SURGERY,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",-,-,-,-,-,-,12457,14151,15676,-,-
DNB Post MBBS,GEN,Maharashtra,"Jupiter Hospital, Thane",DNBOPHTHALMOLOGY,"₹1,25,000","₹80,000",0,₹0,350,18994,21307,21307,-,-,13505,15684,15684,-,-
AIQ,EWS,Maharashtra,"Topiwala, Mumbai",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1300,17019,18619,18619,-,-,14941,15696,15696,-,-
DNB Post MBBS,GEN,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBEMERGENCY MEDICINE,"₹1,25,000","₹52,451",0,₹0,745,6456,10560,10560,-,-,11548,12415,15703,-,-
DNB Post MBBS,GEN,Gujarat,"Shrimad Rajchandra, Bilpudi",DNBGENERAL SURGERY,"₹1,25,000","₹ 84,000",0,₹0,250,15104,18239,18239,-,-,15545,15718,15718,-,-
DU,SC,Delhi,"MAMC, Delhi",ORTHOPAEDICS,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,18500,18500,18500,-,-,15723,15723,15723,-,-
AIQ,GEN,Delhi,"ABVIMS , Delhi",PMR,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,-,-,-,-,-,11643,15725,15725,-,-
AIQ,OBC,Tamil Nadu,"Madurai Med Coll, Madurai",ANAESTHESIOLOGY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",3518,9136,10441,11179,-,-,12051,13949,15732,-,-
AIQ,OBC,West Bengal,Calcutta National Med Coll,GENERAL SURGERY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1470,12705,12719,14014,-,-,12125,12420,15734,-,-
